timestamp_id,total_bytes,total_packets,n_ips_org,n_ips_dst,flows_TCP,flows_UDP,flows_ICMP,flows_RST,media_duration_flow,media_bytes/flow,package_malicious
T57,18288,11404,432,522,842,386,13,106,0.00025568302323636453,0.0014083858410399999,1
T58,14606,11426,457,516,948,301,15,119,0.0007065054658333744,0.0018406797534804803,1
T59,10802,12667,493,560,1040,372,13,147,0.000972499513929393,0.002500254608412262,1
T60,55913,13817,461,566,962,308,12,136,0.00015084921380762524,0.0012954843289792939,1
T61,25398,17949,486,593,851,409,21,121,0.0005300270603414599,0.001474909979852537,1
T62,8771,14654,490,596,872,400,14,145,0.001488249857349357,0.002949178039770024,1
T63,13046,12665,448,527,902,320,4,101,0.0011121596072451953,0.002762377711427448,1
T64,25046,13596,478,607,802,430,20,112,0.0015341996308409676,0.005783784020951496,1
T65,15179,12558,449,510,891,331,13,97,0.0009211083010678124,0.002081568294885779,1
T66,34905,11512,458,519,858,365,22,132,0.00018911004749325085,0.0012451006599943112,1
T67,28327,15135,466,627,940,330,15,134,0.0004217192185021494,0.001580382304449239,1
T68,31176,20767,474,651,989,370,38,96,0.0004216984548813081,0.0015873952588226687,1
T69,28694,12732,498,569,928,398,32,120,0.0003087960161270281,0.0014886088531605702,1
T70,14997,13503,486,560,886,395,24,142,0.0005956964208290497,0.0018264879111028836,1
T71,30256,9755,408,525,772,371,14,106,0.00015754679668626194,0.001012576415952041,1
T72,25676,16548,473,552,801,360,28,106,0.00024750125897528676,0.0018335478994750724,1
T73,18428,12680,453,544,787,385,32,99,0.00031844851313289087,0.001533999209525912,1
T74,18354,13128,445,549,847,388,16,163,0.000361394521262241,0.0020987801140755716,1
T75,13342,11152,453,500,772,470,14,165,0.00045136215079556193,0.0018109888009712177,1
T76,82097,13723,464,527,876,590,15,99,6.765612890113204e-05,0.0011690496285967336,1
T77,8416,9398,429,485,804,265,13,129,0.0007533553997424733,0.002154418785630723,1
T78,8529,10881,434,508,842,315,17,121,0.0008068585513391906,0.001959605790452453,1
T79,12496,13113,451,493,851,369,14,132,0.0004896882544783509,0.0017181773844901767,1
T80,7137,10580,451,525,763,300,16,121,0.0006706882115694729,0.0020106785427327647,1
T81,112275,10276,446,545,815,357,19,126,2.242830875576172e-05,0.0007280718333082213,1
T82,11700,10176,443,516,866,286,17,112,0.0005523937659498914,0.0015057843353899088,1
T83,101772,12348,451,543,749,366,14,112,0.0002642244342062419,0.00563825642188775,1
T84,33698,13105,435,531,820,296,19,132,0.0006412616729994684,0.0025846636896016645,1
T85,31248,12874,456,543,764,341,28,93,0.0001485149793861916,0.0008813577105684233,1
T86,20645,13206,488,548,777,402,23,94,0.0005726483499806079,0.0014505471960069025,1
T87,33148,11906,475,532,837,455,28,124,0.00013514048042096019,0.0008631816691961715,1
T88,40613,13044,464,509,725,420,16,112,0.0011108570986820944,0.007547216795395962,1
T89,12835,11912,480,543,808,452,16,134,0.0007666889188592662,0.0023163575994125277,1
T90,13705,9866,440,509,788,300,20,115,0.000497101162407095,0.001329782072926976,1
T91,30965,13448,506,582,944,524,21,119,0.0002516481384026356,0.001382620745231912,1
T92,47701,12794,454,485,779,422,20,118,0.00020834815325741847,0.001472249632994688,1
T93,13948,12162,452,522,752,422,8,126,0.0008932795272495682,0.0021885199357251717,1
T94,18156,14640,466,547,792,369,15,103,0.00037041690519263297,0.0014298563551940855,1
T95,27689,14154,494,535,806,413,14,98,0.0002942402482148171,0.0011346379997064341,1
T96,20074,13174,443,543,849,324,12,110,0.0002994652167087185,0.001182112866869264,1
T97,12487,11460,443,503,783,262,22,106,0.0006198489563186389,0.0018765495773067193,1
T98,41086,10234,465,529,895,283,18,142,0.0002590372570999135,0.0018772153320326332,1
T99,39362,10126,423,498,776,333,11,141,0.000163217557142724,0.0009470145571790293,1
T100,14900,10818,437,503,787,366,23,116,0.0005756564833995083,0.0014615440300438521,1
T101,15134,11779,487,534,804,366,16,147,0.0006290268504127025,0.0016011495606360544,1
T102,11416,9516,447,530,735,290,17,130,0.0005177716487966817,0.0017400277252140168,1
T103,73417,11453,469,540,821,399,23,168,0.00011976932192161755,0.0011615032111054117,1
T104,52946,12446,454,518,766,410,13,138,0.000124349557955888,0.001068409312357754,1
T105,24825,10665,426,491,709,335,25,110,0.0007064584297073294,0.002101358709338286,1
T106,19823,12606,445,482,807,344,22,138,0.0006554668327586424,0.001858316470085539,1
T107,47283,13139,464,516,818,455,18,141,0.00012792648853316888,0.001078757413277388,1
T108,30948,12160,467,564,998,295,30,122,0.0003605015366623059,0.0012284883056034952,1
T109,17081,9320,482,545,838,332,24,122,0.0012600861113140705,0.0026610474285239795,1
T110,9115,11124,402,468,718,307,9,111,0.0016327112604933372,0.0029458103402305908,1
T111,12491,11013,456,504,706,319,27,112,0.0009698256210515697,0.0017857783647611358,1
T112,13465,9396,398,462,688,247,15,85,0.0003391779652365972,0.0015619634919309187,1
T113,14436,14434,433,506,927,383,16,101,0.00070234092989415,0.0016940878259440937,1
T114,12919,8268,425,510,801,238,12,105,0.0003524549526791852,0.0014884715750780615,1
T115,12426,10318,434,492,759,329,14,99,0.0016585328167997714,0.002681503195533504,1
T116,8453,10144,410,480,709,270,11,90,0.0008518150161986172,0.0020494973118683666,1
T117,13596,13145,460,534,895,458,13,184,0.0007856167164399949,0.0020279237765560916,1
T118,13255,12389,428,497,810,325,11,172,0.0005017583038858275,0.0017164133009275884,1
T119,46352,14940,450,517,873,445,20,121,0.00012651864882304775,0.0011200934081347846,1
T120,143930,11046,448,514,760,404,15,111,0.00022210804818978777,0.005726251215530398,1
T121,27282,12190,432,530,809,373,30,125,0.0003483317338520527,0.001235885247769352,1
T122,15009,12500,411,459,710,359,11,106,0.0006092284051681949,0.0020460823160632115,1
T123,16104,11683,457,556,870,371,12,101,0.0004561265382856479,0.0016271771729595163,1
T124,12270,11324,484,511,856,390,10,144,0.0005103995297694759,0.001941884938806885,1
T125,10314,10716,459,534,789,306,25,108,0.0014937564959880767,0.002198961921117518,1
T126,13504,14263,489,498,835,330,31,105,0.000862331737350669,0.0018035271884661872,1
T127,15699,10889,450,537,789,274,20,110,0.0004799513191981797,0.0014400058557853261,1
T128,10919,13836,469,545,877,336,24,142,0.0008152828574388601,0.0019880853258036507,1
T129,62308,11357,489,544,869,302,35,129,9.855787223887015e-05,0.0008965473201238268,1
T130,156157,13498,464,516,862,212,33,133,4.5080776786192595e-05,0.0014118346948134917,1
T131,21050,11526,452,539,877,328,13,128,0.0003864166326246422,0.001558357258990981,1
T132,23078,11357,466,540,808,319,17,134,0.00026507341496519204,0.0015041998709978167,1
T133,8840,11274,477,551,848,333,12,120,0.0008818852473293155,0.0021092047940029866,1
T134,12748,14010,467,493,765,379,24,109,0.0010669705492665407,0.00267632787157825,1
T135,18213,11651,458,539,825,387,19,157,0.0007234853504907245,0.0023321359576489336,1
T136,163583,12562,434,486,709,372,11,119,0.0003064287872618103,0.009852363611439976,1
T137,95942,12668,444,533,817,372,24,93,0.00012971654251486532,0.0023717517548038527,1
T138,30405,10064,428,500,777,354,22,104,0.0008264976737320121,0.005231135138259908,1
T139,15103,13840,513,525,845,424,13,137,0.0005127323107232325,0.001783839264306561,1
T140,15008,11420,460,520,842,337,16,166,0.0006540445301267695,0.0018542173499048243,1
T141,11917,13346,490,569,937,338,20,137,0.0005596598374643298,0.0016242935542928674,1
T142,13578,11506,460,503,862,293,18,189,0.0003145085730061808,0.0015060813942821927,1
T143,84204,8837,422,494,778,236,16,131,9.706856806605649e-05,0.001387966346283098,1
T144,26091,10473,422,500,802,228,10,137,0.00118018349059846,0.005535395898235785,1
T145,28155,11266,460,557,956,255,28,186,0.0007607319117192275,0.002658621397865454,1
T146,261168,10232,476,494,923,279,18,213,1.6350104626424045e-05,0.0007276237699892912,1
T147,54643,13062,474,562,889,410,26,131,0.00016141361249879705,0.0012881321219081281,1
T148,56212,10942,430,481,872,294,6,111,0.0001905247963733031,0.001733441947395532,1
T149,21383,13425,469,549,1090,319,15,133,0.0007310043697245213,0.0020372357883915765,1
T150,48775,10272,450,522,836,274,14,140,0.00015558537028095655,0.001319266887380265,1
T151,17394,11596,451,504,943,338,20,137,0.0017295478476925077,0.003267145186793025,1
T152,18900,13879,447,513,918,330,18,126,0.00045668163101593673,0.0014230726457503098,1
T153,53509,11418,457,514,833,413,13,94,0.000264412942591784,0.0014461115681736652,1
T154,18193,11793,463,528,827,355,16,128,0.000999563602504306,0.0025635710814301944,1
T155,11971,11512,501,533,823,307,26,151,0.0005918117525439896,0.0014816991404387394,1
T156,36151,12277,467,519,851,280,14,170,0.0005082408914150033,0.001770377472724086,1
T157,16022,10882,447,503,806,324,23,146,0.0005409573589025066,0.0014508758275049727,1
T158,90761,10794,435,509,755,274,20,137,0.00014654263042580354,0.0016253753759131622,1
T159,49615,11666,439,522,805,349,16,109,0.00022838100669811542,0.001595631760671509,1
T160,19025,8886,434,495,800,282,7,133,0.00028789644095977417,0.0014527520736747274,1
T161,17630,11230,475,530,936,384,17,117,0.0006232144639588806,0.0019211498217896529,1
T162,17634,13150,490,562,775,377,12,100,0.0010519405936465017,0.0038301876301056136,1
T163,15653,14418,525,592,864,469,14,156,0.0005361011676801144,0.001529258437153174,1
T164,20295,13110,460,551,865,386,12,135,0.00043561820895507013,0.0014960672119344513,1
T165,10758,10283,457,510,793,348,43,114,0.002633611222004941,0.002449962845190724,1
T166,19592,13592,487,550,929,331,24,118,0.0007351066933853096,0.0016574649668908853,1
T167,15959,12975,497,559,937,314,21,125,0.0013176027999132007,0.0028573137133154148,1
T168,31575,14592,503,552,801,442,36,103,0.000520789264934785,0.0014010628020909937,1
T169,46093,14001,525,590,906,423,25,184,0.00032014366192071285,0.001499015020330186,1
T170,75354,13246,484,555,916,327,18,185,0.00014455658010975304,0.0011080554650034003,1
T171,1354686,12321,533,604,1022,380,20,156,5.998759390066241e-06,0.0006904506230283174,1
T172,29299,11290,444,529,747,301,20,114,0.0007421656152855743,0.004986550321200965,1
T173,56545,13664,473,567,1061,355,21,118,0.00011270760368175884,0.0009206839226719942,1
T174,68899,11174,483,536,892,295,15,141,0.0002031874649708592,0.0012116587532536324,1
T175,13022,13308,418,471,788,251,21,133,0.0016033306846100538,0.002412567583665906,1
T176,22453,15952,499,580,1339,344,9,165,0.0007055267248229339,0.002145669075005722,1
T177,13453,17242,470,548,1067,403,22,129,0.000446705712896314,0.001594458164525374,1
T178,18093,12446,464,510,847,397,21,106,0.0009764350191332364,0.0023903994013498167,1
T179,49161,14670,522,565,821,683,27,113,0.0001463216395410381,0.0009123023755436379,1
T180,20505,12086,491,575,832,482,19,124,0.0004519088062386177,0.001331664115149298,1
T181,14612,14866,564,609,967,534,16,146,0.0017366172173999164,0.002871374526121019,1
T182,15110,14878,505,590,927,376,23,122,0.0006972891527214162,0.0017034747615727209,1
T183,13296,12067,483,559,859,321,10,132,0.0010340033627950634,0.002227344981664106,1
T184,32569,12246,498,540,805,402,11,117,0.00033156771821058774,0.0012560738938140299,1
T185,63048,8777,455,527,793,387,21,116,0.00019779988334490034,0.001555269762758951,1
T186,18256,9950,471,595,823,404,16,81,0.0005207089902325167,0.0018781089204412652,1
T187,22516,12366,531,564,916,433,30,150,0.0002600449125706377,0.0013810382394743369,1
T188,15893,11828,508,532,874,486,9,145,0.0005230752868776506,0.0016669304513571067,1
T189,19188,14539,561,654,978,513,12,141,0.0005185251819190269,0.0015720163395319343,1
T190,13558,10848,485,559,884,297,17,118,0.0007626374249650892,0.0023023526688730174,1
T191,37454,9114,445,518,914,360,14,159,0.0006694520001809003,0.0031899464308056125,1
T192,14058,12139,472,553,1085,324,9,154,0.0006007306180021969,0.0020610482551829323,1
T193,11965,10468,491,542,1084,413,19,121,0.0021505010795066343,0.00262766695018677,1
T194,21268,7925,398,450,811,306,10,97,0.0002354126907107964,0.0012840182889894828,1
T195,16921,18965,537,645,1001,465,22,141,0.0004199598098620772,0.0017725520611875628,1
T196,29559,15022,509,571,928,334,12,153,0.00045893892796279416,0.001842425067452429,1
T197,37130,14579,513,557,1060,530,14,151,0.00017232453707589074,0.0012529589048039078,1
T198,28108,12901,504,578,1035,358,17,164,0.0003632487609662489,0.0013811784801700303,1
T199,200214,13938,502,571,867,385,14,126,2.7888734870782598e-05,0.000949844037216405,1
T200,47679,11206,504,566,870,457,10,104,0.00017475908330779537,0.001752833267355619,1
T201,28888,12590,525,612,1285,520,20,235,0.0007037026873860068,0.001679456378899498,1
T202,33010,12494,469,559,1107,382,10,189,0.00029928869044310887,0.0014112470533110225,1
T203,13237,14251,460,521,816,404,10,154,0.0010529793394799113,0.0021891974673646343,1
T204,38132,16724,505,584,969,402,13,163,0.0002720821492968554,0.0010705741143197513,1
T205,16907,12256,496,579,901,309,31,139,0.0009890784261978838,0.002406629412094612,1
T206,26417,13062,482,537,872,361,22,109,0.00046380898391525555,0.00164313212817488,1
T207,74442,12400,489,563,968,373,24,103,0.00011273991626193986,0.0011251103108224165,1
T208,28978,13016,444,496,902,377,19,145,0.00016533217935223686,0.0009498579064624329,1
T209,25663,13830,481,542,1072,394,19,151,0.0004488167387471018,0.001276766232674937,1
T210,18274,13156,468,533,972,342,16,161,0.00041401031191825053,0.0014415985350821846,1
T211,26099,12910,454,515,874,388,12,110,0.0004779147720182372,0.0019584505916135633,1
T212,15630,13842,441,500,791,444,8,135,0.0004439991494847627,0.0016387516214519402,1
T213,35713,12337,482,538,795,397,10,131,0.00012337283075150539,0.001064544616172839,1
T214,37245,10888,503,563,894,376,14,117,0.00016802522264337038,0.0011403242378557458,1
T215,13115,10707,458,578,875,346,8,99,0.0013691368399602567,0.0027159743192875802,1
T216,15514,10608,504,569,839,375,10,143,0.00048135563193962545,0.001565143683196517,1
T217,16771,9762,458,497,759,331,24,129,0.0009355088620046735,0.0030987038139129604,1
T218,12410,11812,459,533,968,262,6,133,0.0007432679100308694,0.0017969615855659242,1
T219,11991,10336,468,521,884,321,9,133,0.0005811460890608164,0.0019188912773901287,1
T220,12296,11747,462,506,883,301,14,128,0.0014629050366472395,0.003295531387015081,1
T221,25609,9434,432,485,825,305,13,116,0.0008235601253508374,0.004204796183386843,1
T222,17269,10107,414,471,726,291,7,113,0.00034018262017079066,0.0014828786720331606,1
T223,15128,10648,401,489,731,321,15,112,0.0005053556138641334,0.0018549533864486631,1
T224,9526,13126,435,500,740,421,13,116,0.0007687604861003433,0.0022213335229915947,1
T225,21003,11364,471,499,787,358,34,138,0.0008169805461740028,0.0015528607001957804,1
T226,22922,9306,447,497,961,290,32,128,0.000754359443082044,0.0014889444155782741,1
T227,23095,12752,463,509,907,307,24,121,0.00046018967262343645,0.0014441998569995136,1
T228,15514,11338,446,494,793,373,22,127,0.0004658350676620981,0.0014301125810361024,1
T229,11833,13727,481,531,873,337,13,123,0.0005277598636967202,0.0016188340181422138,1
T230,24862,11984,431,479,822,282,7,115,0.0005430537067542,0.00311890750172398,1
T231,21968,12999,437,487,684,364,27,116,0.0003682951152431147,0.0013199723387442705,1
T232,16678,12132,435,481,765,332,10,126,0.00039680419720526064,0.001759596940677275,1
T233,19007,12907,446,542,953,336,7,138,0.0007246612828528665,0.0015593561574550178,1
T234,17551,12843,514,593,1066,410,17,126,0.0005238959130813689,0.0017143477259032364,1
T235,13432,12440,506,558,1024,259,16,120,0.0008637226603245989,0.002329710995812695,1
T236,19541,9665,452,531,872,306,12,119,0.00042102099646408863,0.0015635588138076782,1
T237,10718,13537,496,568,929,413,13,118,0.0010517976275613856,0.002249132914983699,1
T238,19427,11104,483,523,1024,292,9,134,0.0002757505697753624,0.0013822891525202068,1
T239,25885,11600,437,513,834,335,22,134,0.0002278405130391105,0.0012744151303527036,1
T240,27129,13239,455,517,953,333,11,182,0.0003268072987665884,0.0014137871265689941,1
T241,18480,13437,449,538,929,348,15,130,0.00043821373270405163,0.0015261312819750516,1
T242,9204,10361,440,507,848,294,12,157,0.0006414881644909556,0.001946623515525084,1
T243,10644,12090,434,506,845,255,11,128,0.0012252877040163934,0.0024136048948741736,1
T244,14003,11795,455,536,880,350,8,124,0.0004936821873399364,0.0015332200599448202,1
T245,25262,12672,487,571,926,354,15,148,0.00023807125050577218,0.0009690423535415732,1
T246,13769,15867,507,547,968,366,11,135,0.0007363687797808122,0.0017729103825927471,1
T247,19839,15378,496,545,951,352,15,122,0.00048496904238237097,0.0015292461091867384,1
T248,21681,12569,483,542,857,386,18,95,0.00031019282446188666,0.0013360520656673812,1
T249,15403,11659,478,553,925,346,15,112,0.0007552357870524565,0.0019126259138149877,1
T250,11420,12085,444,493,872,263,12,108,0.0011231893932882031,0.002176568496820247,1
T251,56022,14554,444,545,892,326,17,150,0.0002178667761440105,0.001493750349793606,1
T252,16466,9322,443,515,772,305,19,122,0.0005702884265125363,0.0019927121870578993,1
T253,23732,12648,431,537,833,296,18,162,0.0004480607287141574,0.0014789811059104279,1
T254,14435,11184,391,499,757,315,10,81,0.0008476793987612344,0.0020363018951925923,1
T255,15397,10515,427,513,840,229,19,139,0.0003278377908694217,0.0013589329697508777,1
T256,17876,11545,407,546,848,336,32,147,0.0022483928919070826,0.0029820853010519874,1
T257,23658,11178,486,598,1000,337,31,186,0.0012168663110337793,0.0023219650156485797,1
T258,25016,8722,440,524,857,272,20,117,0.0003155758867609192,0.0020281839411061303,1
T259,14424,10225,450,529,862,258,16,134,0.0003129203115930262,0.0012928665389575537,1
T260,12086,12538,452,503,826,363,13,123,0.0008350552966071153,0.0020738372543945924,1
T261,421872,13457,474,574,886,446,25,144,4.751658447203474e-05,0.0008505755952266005,1
T262,169542,10133,448,507,773,266,22,71,0.0004975520519102479,0.009639867026670572,1
T263,25829,11881,422,546,824,273,12,96,0.0008089345479181192,0.0018197494777969286,1
T264,31325,13252,450,526,877,277,15,98,0.00035693982702335417,0.00112002791184642,1
T265,26110,12612,469,755,950,325,219,121,0.010608339907361592,0.0041039540520612745,1
T266,18875,12027,454,548,987,343,32,158,0.0013237964784947444,0.002620002354184897,1
T267,18048,11281,444,526,876,328,44,105,0.000950981810743525,0.001768091070013487,1
T268,17567,11494,406,490,830,270,14,103,0.0006658497915111825,0.0017165126622488965,1
T269,19120,10900,451,536,939,383,19,147,0.0008372715392694374,0.0022835025776587934,1
T270,19580,12116,449,512,935,294,8,131,0.0004918195923151968,0.0017948295342774857,1
T271,15475,11161,437,522,987,331,30,110,0.0009334113671645461,0.001829656875785511,1
T272,15510,13759,479,554,848,325,17,128,0.0006612785362387427,0.002300848985089727,1
T273,14720,13235,416,554,784,319,9,110,0.0003914194765273812,0.0016218521661918084,1
T274,9663,11020,470,532,779,440,12,111,0.0010379046253350473,0.0027095362046808827,1
T275,20301,12661,503,582,993,395,14,119,0.0007185821777078344,0.001778366059934992,1
T276,173188,13428,486,529,949,378,18,96,4.3602553827930294e-05,0.0010636404972257081,1
T277,124056,12280,453,525,880,354,27,145,4.332525335219826e-05,0.0010117320334378514,1
T278,21994,10239,462,525,933,304,6,110,0.00023223824358761203,0.0014168190216295841,1
T279,28748,10370,447,514,842,383,12,113,0.0001522058964480527,0.0012786090896439379,1
T280,11318,11042,426,483,755,309,12,96,0.0006620719972029343,0.0018345611017610845,1
T281,17440,12442,426,502,912,323,4,146,0.00031332919603957644,0.0015455034224836541,1
T282,101258,20420,496,529,1172,376,18,152,6.321978770786685e-05,0.001291894799921209,1
T283,29796,13366,495,564,917,470,16,107,0.0003276735565472523,0.0012225541295934458,1
T284,23057,15898,484,537,820,452,10,115,0.0005204871121554033,0.0027517284977128203,1
T285,18790,18036,488,563,878,399,19,134,0.00043507413821845006,0.0020526281177498476,1
T286,20406,14000,491,554,898,414,15,140,0.0006898980873258266,0.0024872089617529766,1
T287,22412,12208,462,542,933,330,12,197,0.0005174158002161584,0.0018055125006686487,1
T288,32845,15547,506,532,865,329,20,137,0.0003113691088364639,0.0017721801333562177,1
T289,27464,13473,485,556,895,417,15,134,0.0004654951669297092,0.0020184062718755914,1
T290,17368,10643,484,555,864,394,19,135,0.00045283866295729546,0.0017632474778951934,1
T291,17023,15771,521,586,825,552,33,126,0.0011856816786905563,0.001889000707196235,1
T292,15709,14850,457,560,859,413,15,130,0.0004138277972326823,0.0014208140163587618,1
T293,20974,10633,430,497,795,354,20,89,0.0004161582580215914,0.0014798236967934802,1
T294,21759,10686,419,515,840,278,11,124,0.0004539959613741918,0.001986806668708959,1
T295,27656,9818,464,528,809,373,17,91,0.00045579005423571723,0.001105125767995676,1
T296,28715,11685,450,503,884,289,5,132,0.0009138925788445141,0.0029400760989782278,1
T297,35515,10692,388,436,676,350,15,105,0.00010701094665636663,0.0011104619302758105,1
T298,7950,11199,434,513,808,316,15,127,0.0012427897785540706,0.002326727573272895,1
T299,58460,9230,443,535,919,306,17,132,0.00013278785449972254,0.0012041587515440257,1
T300,56611,11658,479,512,925,338,12,144,8.874460708406142e-05,0.0011180786530046623,1
T301,12674,10914,435,502,786,438,14,110,0.0009802090048641379,0.0021770695860080765,1
T302,47627,11260,441,497,776,306,8,137,8.941203624669495e-05,0.001036271977888919,1
T303,29429,13410,416,508,761,356,14,132,0.0004658931731009575,0.003450215554939662,1
T304,57388,12134,466,541,802,405,9,117,5.7050824623441245e-05,0.000918459540351235,1
T305,10425,10798,414,519,764,323,10,125,0.0021619642465092737,0.0025745654664458177,1
T306,24788,13936,500,615,1045,386,14,166,0.00028584828345500736,0.001335175834330038,1
T307,21837,12041,466,551,839,330,23,124,0.0005793580837107356,0.0016951366880070535,1
T308,17574,13325,482,545,899,364,22,148,0.0002873236777450498,0.0013553876775870984,1
T309,17726,11570,451,525,847,349,18,116,0.00031986305994021033,0.0015829765102217453,1
T310,23189,12422,489,538,902,375,27,87,0.00023498850133968485,0.0012992054671399735,1
T311,13852,12700,449,526,908,326,19,98,0.0007148400684250656,0.002017505339791331,1
T312,16377,13173,472,536,845,318,26,111,0.00038412934042443553,0.0014883753225063124,1
T313,14054,13265,464,554,862,386,23,114,0.00041193846229375453,0.001461795637142257,1
T314,12935,13512,478,523,897,395,5,116,0.00046447280834634354,0.0018990450893644959,1
T315,20368,11046,437,529,813,304,14,111,0.0002895470963143205,0.0012898345987238946,1
T316,9298,11168,428,495,767,314,9,108,0.0007143162038248448,0.0021156099614330084,1
T317,52722,9099,459,510,815,360,11,121,0.00014756872498475557,0.0013888792662127391,1
T318,11450,10947,459,490,840,266,23,109,0.0006790268544787244,0.0019652674591700667,1
T319,13846,11894,472,560,929,408,18,86,0.00100955829220176,0.003418242989528267,1
T320,19174,9804,476,551,873,373,16,105,0.0007160882010534161,0.0033862349390781474,1
T321,15185,9240,458,563,829,426,29,92,0.0009463765419462795,0.0020223883787450644,1
T322,16344,12784,486,567,987,584,29,197,0.0016169837516506165,0.0026416295867685777,1
T323,77173,14185,521,564,1051,297,17,146,0.0002527042789794307,0.003262705433163644,1
