timestamp_id,total_bytes,total_packets,n_ips_org,n_ips_dst,flows_TCP,flows_UDP,flows_ICMP,flows_RST,media_duration_flow,media_bytes/flow,porcent_blacklist,porcent_spam,porcent_sshscan,porcent_udpscan,porcent_malware_total,source_ip,dest_port
T59,3184553,665993,9321,12863,47176,20151,833,6869,0.0001005008661037,0.0010253536835478,0.4377,0.0,0.0,0.0,0.4377,42.219.158.188,45073
T60,1665104,637834,9355,13093,46690,19797,1138,7276,0.0003269327999107,0.0014472137710916,0.4597,0.0,0.0,0.0,0.4597,42.219.159.85,27219
T61,1664670,722871,9532,13228,52131,22692,1051,7768,0.000293957413924,0.0014173071734995,0.3005,0.0,0.0,0.0,0.3005,42.219.159.76,51396
T62,1641885,639615,9584,13230,48318,21250,1083,7083,0.0004347147663311,0.0020546466108066,0.3102,0.0,0.0,0.0,0.3102,42.219.158.161,33744
T63,1682130,653556,9436,13171,49281,20340,1170,7070,0.0003166361988416,0.0013702920871024,0.265,0.0,0.0,0.0,0.265,42.219.158.242,42484
T64,3286813,686626,9700,13334,52279,21945,900,7546,9.83140067925641e-05,0.0010230171744429,0.8098,0.0,0.0,0.0,0.8098,60.56.180.24,80
T65,1664703,712029,9740,13242,50077,21971,1422,6960,0.0002699119895897,0.0014439191065394,0.9275,0.0,0.0,0.0,0.9275,60.56.180.25,80
T66,1528549,645044,9604,13156,48715,20566,984,7074,0.0003152090941737,0.0014444322659918,1.0722,0.0,0.0,0.0,1.0722,42.219.159.85,26343
T67,1752801,653246,9692,13285,48007,19413,1084,7624,0.0004161365204327,0.0019935418312049,0.8101,0.0,0.0,0.0,0.8101,95.153.31.26,80
T68,1392498,679077,9469,13596,47743,19687,1004,7032,0.0003504880320567,0.001410049088279,0.7793,0.0,0.0,0.0,0.7793,95.153.31.26,80
T69,1883113,634209,9536,13119,47390,19614,985,7143,0.000344173201627,0.0016628603710271,0.8347,0.0,0.0,0.0,0.8347,42.219.152.242,56282
T70,2336239,846785,9346,16127,48550,21982,1026,7307,0.0001130417450421,0.0009262579787593,0.5435,0.0,0.0,0.0,0.5435,42.219.158.242,43782
T71,1306340,637783,9538,12994,46749,18521,1070,6794,0.0003747381937912,0.0015017612805147,0.5135,0.0,0.0,0.0,0.5135,60.56.180.24,80
T72,2024315,829240,9649,16407,47086,23185,1293,7503,0.0003444364947797,0.0018714047798391,0.4693,0.0,0.0,0.0,0.4693,42.219.158.161,33892
T73,1309318,678658,9807,13341,46530,20269,1075,7187,0.000337720876734,0.0014723706192768,0.5823,0.0,0.0,0.0,0.5823,60.56.180.24,80
T74,1971612,656603,9715,13334,46317,19434,1119,6864,0.0003386543266612,0.0015866477206072,0.5711,0.0,0.0,0.0,0.5711,88.205.139.75,25
T75,2562016,654959,9906,13377,46068,19456,943,6663,0.0001058091150076,0.0009124107600807,0.3081,0.0,0.0,0.0,0.3081,42.219.158.242,55264
T76,1257304,676264,10122,13685,48765,20194,1007,6841,0.0004004563751792,0.0015825170865266,0.2845,0.0,0.0,0.0,0.2845,42.219.153.219,34790
T77,1937074,616208,9681,13340,44567,18938,1220,6171,0.0003386790948471,0.0017881870746761,0.5044,0.0,0.0,0.0,0.5044,42.219.158.161,33945
T78,1133298,620204,9725,13241,44460,19400,931,6310,0.0003451170026853,0.0015027700816791,0.4744,0.0,0.0,0.0,0.4744,60.56.180.25,80
T79,1809504,592539,9370,13147,42616,20463,1083,5991,0.0003870349326715,0.001707012391592,0.6025,0.0,0.0,0.0,0.6025,60.56.180.25,80
T80,2866128,772388,9527,16252,44619,23431,1356,6240,0.0001107629653359,0.000915764243409,0.3325,0.0,0.0,0.0,0.3325,42.219.155.59,54251
T81,1136359,607833,9416,12750,46529,19912,1024,6619,0.0003982480202047,0.0015782556852431,0.7397,0.0,0.0,0.0,0.7397,42.219.153.219,39901
T82,1683347,619306,9527,12902,44751,18570,1033,6465,0.0002883821559028,0.0018798634196135,0.8493,0.0,0.0,0.0,0.8493,60.56.180.25,80
T83,1139997,666224,9358,12722,46677,19133,1103,6898,0.0003662886592062,0.0015892980935164,0.7682,0.0,0.0,0.0,0.7682,42.219.158.179,35059
T84,1590769,682869,9762,13257,48073,19026,1418,6755,0.0004309114921726,0.0016956924729075,0.4446,0.0,0.0,0.0,0.4446,42.219.158.242,57027
T85,2951865,832004,9640,15459,50740,21310,1229,7115,0.0001415444702165,0.0009338509519934,0.2865,0.0,0.0,0.0,0.2865,60.56.180.24,80
T86,889826,628245,9392,12910,43781,19063,949,6559,0.0005301257682922,0.0017073089065295,0.4731,0.0,0.0,0.0,0.4731,42.219.158.242,46840
T87,1156321,996345,9480,16229,49931,18754,1008,6866,0.0003305386089531,0.0015326588865111,0.216,0.0,0.0,0.0,0.216,60.56.180.25,80
T88,1916351,665363,9686,13182,45013,20620,971,6644,0.0002620979387959,0.0017915323070334,0.4761,0.0,0.0,0.0,0.4761,42.219.159.85,27081
T89,1349423,618124,9431,13006,44055,19557,1147,6492,0.0004867471621064,0.001670351105779,0.608,0.0,0.0,0.0,0.608,240.156.246.203,80
T90,2748990,612534,9669,13241,44419,21123,1152,6737,0.0001417161979505,0.0009534608598635,0.655,0.0,0.0,0.0,0.655,60.56.180.24,80
T91,967547,642224,9702,13412,45218,21488,1009,6985,0.000499818287751,0.0016335673955394,0.7891,0.0,0.0,0.0,0.7891,60.56.180.24,80
T92,1008861,625988,9670,13387,43677,19663,1042,6849,0.0004309494024914,0.0016458678183895,0.2594,0.0,0.0,0.0,0.2594,60.56.180.24,80
T93,1740634,601892,9249,12774,43384,18805,983,6600,0.0002816992015922,0.001825815376977,0.7118,0.0,0.0,0.0,0.7118,42.219.158.179,54877
T94,1362596,651558,9475,13195,46220,19800,1157,6873,0.0005116643642567,0.0016608544877402,0.4703,0.0,0.0,0.0,0.4703,42.219.158.188,32902
T95,2732966,594135,9442,12946,43533,18645,1157,6618,0.0001406707455988,0.0009601112113356,0.3871,0.0,0.0,0.0,0.3871,68.119.86.245,111
T96,1228704,613125,9375,13006,44419,18400,927,6804,0.0003197525622855,0.0013482640088621,0.3167,0.0,0.0,0.0,0.3167,60.151.62.134,23
T97,1227323,590091,9370,12811,43244,18188,1038,6745,0.000339274702832,0.0015655305716343,0.5358,0.0,0.0,0.0,0.5358,42.219.158.161,48034
T98,1768089,698322,9304,13024,47635,18251,956,6576,0.0003151359958919,0.001988825822662,0.3775,0.0,0.0,0.0,0.3775,42.219.158.179,58688
T99,1230899,582739,9225,12799,43821,17944,991,6521,0.0004792563210655,0.0016151477716679,0.2643,0.0,0.0,0.0,0.2643,42.219.153.8,47854
T100,3048364,628872,9266,12960,43790,18105,1330,6926,0.0001399322748389,0.000977731979398,0.3816,0.0,0.0,0.0,0.3816,42.219.159.85,33258
T101,1006135,641833,9357,13181,45025,19142,943,6450,0.00044853729019,0.0015693948422161,0.5347,0.0,0.0,0.0,0.5347,42.219.154.108,56621
T102,1025939,693759,9221,13752,44141,17860,987,6604,0.0004580159278953,0.0017097854760933,0.5627,0.0,0.0,0.0,0.5627,60.56.180.24,80
T103,1524373,695639,9243,13772,43522,18333,968,6751,0.0003681613869982,0.0020682576234654,0.5221,0.0,0.0,0.0,0.5221,60.56.180.25,80
T104,1748431,682314,9194,13734,44329,18177,965,6894,0.000248874919139,0.001294131146401,0.2691,0.0,0.0,0.0,0.2691,60.56.180.25,80
T105,3123148,795859,9558,15563,45920,20678,1363,6658,0.0001477069512278,0.0010324899302066,0.2789,0.0,0.0,0.0,0.2789,60.56.180.25,80
T106,1148919,632759,9306,12880,42861,18720,965,6504,0.0004086975300823,0.0015872565233796,0.3641,0.0,0.0,0.0,0.3641,42.219.154.108,41612
T107,1237899,608300,9230,12773,41458,19130,895,6004,0.0003026219975394,0.0015140152421011,0.2334,0.0,0.0,0.0,0.2334,42.219.158.161,34334
T108,1802549,624299,9343,12869,40713,19565,1019,6121,0.0002658125299557,0.0018317079050204,0.4184,0.0,0.0,0.0,0.4184,42.219.158.179,58163
T109,1886761,727113,9031,15638,43522,17682,917,6194,0.0001944083748925,0.0012166250155927,0.3807,0.0,0.0,0.0,0.3807,42.219.152.242,57788
T110,2877564,595513,9109,13146,41509,17930,1296,6184,0.0001740429858954,0.0010401398728893,0.357,0.0,0.0,0.0,0.357,42.219.159.85,47066
T111,1149371,918544,9303,15865,47838,16761,936,6577,0.0003914503899855,0.0015329457165264,0.1738,0.0,0.0,0.0,0.1738,42.219.154.108,43202
T112,1138328,668279,9204,14046,42818,16763,1003,6428,0.0003607916467499,0.0015249962677495,0.1933,0.0,0.0,0.0,0.1933,42.219.158.161,48251
T113,1740204,652047,9321,13045,44723,18322,1113,6606,0.0002857673848783,0.0018675110117916,0.257,0.0,0.0,0.0,0.257,60.56.180.24,80
T114,1323176,608319,9178,12725,45740,17623,1021,6419,0.0002988558032033,0.0013751892308266,0.2384,0.0,0.0,0.0,0.2384,60.56.180.24,80
T115,3161547,610921,9321,12936,45855,17502,1346,7033,0.0001740403346017,0.0010296863163729,0.3617,0.0,0.0,0.0,0.3617,60.56.180.25,80
T116,1352951,619636,9380,12794,42238,17390,1025,6488,0.0002932860298972,0.0014294740644809,0.4674,0.0,0.0,0.0,0.4674,60.56.180.25,80
T117,1327552,629146,9343,14617,46625,17308,932,6592,0.0003057110122445,0.0014325592846239,0.2098,0.0,0.0,0.0,0.2098,42.219.158.161,48326
T118,1656022,573284,9329,12728,42269,17660,943,6528,0.0003300598501166,0.0020772594267627,0.3286,0.0,0.0,0.0,0.3286,60.56.180.24,80
T119,1633382,607120,9363,12952,44488,17647,976,6659,0.0002439100368166,0.001416330721873,0.392,0.0,0.0,0.0,0.392,60.56.180.24,80
T120,3170863,598743,9664,13162,45584,18925,1207,6872,0.0001383142196586,0.0009731667622241,0.326,0.0,0.0,0.0,0.326,60.56.180.24,80
T121,1634830,646824,9755,13312,47645,20589,1164,7237,0.0002995764502225,0.0013539183370021,0.3166,0.0,0.0,0.0,0.3166,42.219.159.76,54068
T122,1168756,679600,9587,13497,45934,19962,950,6604,0.000391946223609,0.0015165805902331,0.5755,0.0,0.0,0.0,0.5755,60.56.180.24,80
T123,1588968,646126,9310,12702,45011,19650,1001,6732,0.000374067462891,0.0022919316444463,0.5516,0.0,0.0,0.0,0.5516,60.56.180.24,80
T124,1503965,636208,9328,12707,45672,19419,899,6655,0.00028079839981,0.0015083934697619,0.2867,0.0,0.0,0.0,0.2867,60.56.180.24,80
T125,2988421,619367,9328,12944,45371,19548,1158,6707,0.0001410926446418,0.0009789809439645,0.2527,0.0,0.0,0.0,0.2527,60.56.180.24,80
T126,1940794,697699,9519,13061,46537,20597,1131,6599,0.0002602018531947,0.0013520025313789,0.1975,0.0,0.0,0.0,0.1975,69.31.239.35,443
T127,1113033,635985,9468,13044,45113,19232,901,6717,0.000380960938954,0.0014458201171583,0.2044,0.0,0.0,0.0,0.2044,42.219.159.92,59196
T128,1470391,612082,9098,12488,41641,18069,967,6479,0.0002741047711333,0.0016100215449662,0.3477,0.0,0.0,0.0,0.3477,42.219.158.179,58022
T129,1606086,640445,9338,12780,44147,18367,1017,6759,0.0003403961427001,0.0020571993029956,0.4584,0.0,0.0,0.0,0.4584,42.219.153.8,38798
T130,2952687,661568,9260,12837,45106,18753,1255,6972,0.0001576232752932,0.0010249826789418,0.2715,0.0,0.0,0.0,0.2715,60.56.180.24,80
T131,1866439,640312,9437,12997,44191,18193,1019,6829,0.0002019218358104,0.001270806933326,0.3692,0.0,0.0,0.0,0.3692,42.219.159.85,27035
T132,1006988,567046,9170,12681,42250,17080,918,6833,0.0004101209469819,0.0014990503492189,0.2345,0.0,0.0,0.0,0.2345,42.219.159.85,27190
T133,1583043,620124,9187,12708,41065,17529,941,6832,0.0002267117013809,0.0014274803394383,0.1822,0.0,0.0,0.0,0.1822,42.219.159.85,27190
T134,1382027,795619,9359,15910,46060,18798,1014,6675,0.0008820611958198,0.002356706826298,0.182,0.0,0.0,0.0,0.182,42.219.154.159,47040
T135,3602719,614174,9417,13127,41467,18352,1273,6306,0.0001232625832229,0.001015604252646,0.4351,0.0,0.0,0.0,0.4351,60.56.180.24,80
T136,1969927,592823,9193,13090,41035,18457,1321,6114,0.000195125044208,0.0012337585420308,0.3057,0.0,0.0,0.0,0.3057,60.56.180.25,80
T137,1045435,645514,9338,12801,41655,18110,1186,6129,0.0004099377268949,0.0015691742905923,0.3148,0.0,0.0,0.0,0.3148,60.56.180.25,80
T138,1601154,570136,9012,12489,39855,17732,1048,5816,0.0002133437347895,0.0013999316285295,0.3501,0.0,0.0,0.0,0.3501,42.219.158.179,35359
T139,1350549,581067,8891,12381,40807,17716,997,5833,0.000392766517754,0.0021064684743437,0.4075,0.0,0.0,0.0,0.4075,42.219.152.242,59690
T140,2714979,591385,9183,12844,43363,19364,1226,6102,0.000155411743964,0.0010101837579769,0.5113,0.0,0.0,0.0,0.5113,42.219.152.242,58651
T141,1432482,577665,9022,12608,43306,17995,1078,6294,0.0003784598237235,0.0016346704295255,0.637,0.0,0.0,0.0,0.637,42.219.158.161,34796
T142,876469,566055,9018,12557,41515,16649,959,6404,0.0005333462887945,0.001706467175305,0.3929,0.0,0.0,0.0,0.3929,42.219.152.242,45476
T143,1038728,583494,9044,12547,41483,16237,1072,6433,0.0003954603576805,0.0016744017606552,0.3462,0.0,0.0,0.0,0.3462,60.56.180.24,80
T144,1642383,788424,9186,12659,43584,27177,1069,6380,0.0002971157136339,0.0018009017979708,0.207,0.0,0.0,0.0,0.207,60.56.180.24,80
T145,3266923,792178,9236,13134,44760,28211,1271,6718,0.0001691297379312,0.0010796819380863,0.2212,0.0,0.0,0.0,0.2212,42.219.152.249,50811
T146,1223180,625574,9167,12689,41478,17581,1091,6125,0.0003913921886534,0.0015579142067174,0.2321,0.0,0.0,0.0,0.2321,42.219.152.242,80
T147,829093,624941,9083,12523,40844,16813,968,6108,0.0004501093234788,0.0015445125196687,0.32,0.0,0.0,0.0,0.32,86.72.249.187,53
T148,783936,606974,9042,12067,40186,17768,1090,6295,0.0005556435326338,0.0017736606145202,0.5219,0.0,0.0,0.0,0.5219,60.56.180.13,80
T149,1583811,607395,9034,12034,41045,17613,958,6463,0.0002608303542937,0.0017117528810952,0.4169,0.0,0.0,0.0,0.4169,60.56.180.25,80
T150,1269510,593577,9091,12633,42082,18061,1262,6678,0.000588314062808,0.0016041261757777,0.5738,0.0,0.0,0.0,0.5738,117.72.159.16,80
T151,5975708,612169,9083,12673,41528,19832,1079,6782,8.719570010349499e-05,0.0012089088799067,0.3911,0.0,0.0,0.0,0.3911,42.219.153.219,36724
T152,1458651,611579,9033,12339,39519,18194,1018,6587,0.0002554214267987,0.0013629183146304,0.4856,0.0,0.0,0.0,0.4856,60.56.180.24,443
T153,862891,621983,9221,12526,40258,18956,927,6621,0.000537813378068,0.001740389706908,0.5081,0.0,0.0,0.0,0.5081,42.219.159.85,26352
T154,1596047,721856,9083,13943,39580,19853,1024,6392,0.0003058865663817,0.0017288680260573,0.3546,0.0,0.0,0.0,0.3546,60.56.180.25,80
T155,1142865,797322,8996,15675,45027,18444,1194,6688,0.0005279771988569,0.001541980309184,0.3141,0.0,0.0,0.0,0.3141,60.56.180.24,443
T156,3457615,664558,9169,12763,42032,18362,1027,6736,0.0001346595309383,0.0011242937017857,0.4568,0.0,0.0,0.0,0.4568,42.219.158.161,34979
T157,4438309,642024,9162,12677,41319,17020,1177,6757,0.0001084895393716,0.0013225036908171,0.3022,0.0,0.0,0.0,0.3022,60.56.180.24,80
T158,851338,622746,8862,12194,40046,17254,922,6516,0.0005784456539209,0.0017977478681473,0.6134,0.0,0.0,0.0,0.6134,60.56.180.24,80
T159,1462749,654737,8968,12441,40734,19031,987,6794,0.0003165419750587,0.0018078086337439,0.5095,0.0,0.0,0.0,0.5095,60.56.180.24,80
T160,1314570,672901,9058,12740,41304,18455,1223,6741,0.0003917503834429,0.0013966889986921,1.2275,0.0,0.0,0.0,1.2275,60.56.180.25,80
T161,3318244,647265,9115,13008,41864,18834,1029,6616,0.0001342181143594,0.0011138917286386,2.0801,0.0,0.0,0.0,2.0801,60.56.180.25,80
T162,4454179,615669,9022,12459,40584,17205,1121,6453,0.0001011042840198,0.0013217378683717,2.3308,0.0,0.0,0.0,2.3308,60.56.180.24,80
T163,966593,591746,8952,12342,39739,17147,1025,6359,0.000415299675339,0.0015829166597661,2.4041,0.0,0.0,0.0,2.4041,42.219.158.179,53554
T164,1337607,584775,9052,12579,39107,17491,959,6503,0.0003514015488249,0.0020061372510665,1.6875,0.0,0.0,0.0,1.6875,42.219.152.242,80
T165,1088385,608586,8944,12569,37907,18760,1324,6021,0.0004588294509798,0.0014361375240917,0.4206,0.0,0.0,0.0,0.4206,60.56.180.24,80
T166,3187849,547841,8825,12556,37041,18401,974,6085,0.0001143559395113,0.0010647795952825,0.7542,0.0,0.0,0.0,0.7542,60.56.180.25,80
T167,4143845,580300,8825,12424,36749,18455,1175,5868,0.0001037331028301,0.0013669661803245,0.2364,0.0,0.0,0.0,0.2364,42.219.158.161,48968
T168,807173,566632,8727,12159,35793,18774,1000,5650,0.0004731738847606,0.0015871636605953,0.2443,0.0,0.0,0.0,0.2443,42.219.158.179,41036
T169,819611,533604,8685,12169,36980,18649,1029,5535,0.0004230383612914,0.0016614817044584,0.2646,0.0,0.0,0.0,0.2646,42.219.152.242,60966
T170,1659855,582318,9036,12910,38804,18778,1257,5748,0.00041446047523,0.0018107462683128,0.2569,0.0,0.0,0.0,0.2569,42.219.152.242,59930
T171,3078895,582216,9096,12652,40298,18092,975,6217,0.0001175943243373,0.0010589914484968,0.2054,0.0,0.0,0.0,0.2054,42.219.154.108,43098
T172,4137665,759896,9043,15715,43525,17609,1400,6109,0.00010384347281,0.0013897994319966,0.14,0.0,0.0,0.0,0.14,60.56.180.24,443
T173,912081,626925,8904,12321,40660,17134,1203,6364,0.0005282475942983,0.0015788760137175,0.2495,0.0,0.0,0.0,0.2495,60.56.180.24,80
T174,763494,622333,8845,12168,41950,17157,905,6219,0.0005043137285525,0.0016747548345846,0.4583,0.0,0.0,0.0,0.4583,60.56.180.25,80
T175,1552648,640418,8975,12434,42582,17748,1145,6388,0.0005415865185364,0.0021280914803786,0.2898,0.0,0.0,0.0,0.2898,106.150.228.109,15756
T176,3034743,581833,8739,12334,38945,16952,980,6121,0.0001082157382738,0.0010099609633637,0.4764,0.0,0.0,0.0,0.4764,60.56.180.24,80
