timestamp_id,total_bytes,total_packets,n_ips_org,n_ips_dst,flows_TCP,flows_UDP,flows_ICMP,flows_RST,media_duration_flow,media_bytes/flow,porcent_blacklist,porcent_spam,porcent_sshscan,porcent_udpscan,porcent_malware_total
T145,2494336,1038560,12294,16899,52710,24446,1315,7736,9.472784948992945e-05,0.0009644410366756572,0.233,0.0,0.0,0.0,0.233
T146,1539471,883282,12295,15832,49319,24412,1491,7166,0.00039935369591539624,0.0017791911567205927,0.3427,0.0,0.0,0.0,0.3427
T147,1180225,901284,12326,13781,44379,24426,1662,7527,0.0006137487959181056,0.001797874963814572,0.3395,0.0,0.0,0.0,0.3395
T148,1372708,915698,12722,13889,44398,26900,1666,7027,0.0005234211216341743,0.0021633985496718644,0.4801,0.0,0.0,0.0,0.4801
T149,1337016,879731,12142,13577,43822,25686,1236,7085,0.00018967473895168245,0.0011239310534839318,0.3856,0.0,0.0,0.0,0.3856
T150,2434128,869326,12237,13752,45983,24760,1349,6921,9.218655687289483e-05,0.0009543197026731099,0.6025,0.0,0.0,0.0,0.6025
T151,1396239,883598,12455,14052,49665,26353,1515,7533,0.000364011030368279,0.0014272947952292912,0.2227,0.0,0.0,0.0,0.2227
T152,1475491,1080600,12486,17070,51222,26973,1840,7248,0.0006281179923232196,0.002218654943476056,0.2961,0.0,0.0,0.0,0.2961
T153,1240568,862680,12374,14003,45791,24435,1522,8221,0.0005720475930628357,0.0023178268869652728,0.2966,0.0,0.0,0.0,0.2966
T154,1278205,879305,12360,13926,46269,25703,1464,7289,0.0002353550065333171,0.0011900464660865378,0.6466,0.0,0.0,0.0,0.6466
T155,2654461,835334,12359,13979,45633,23971,1388,7124,8.952318484258853e-05,0.000963142470662624,0.4446,0.0,0.0,0.0,0.4446
T156,1147412,846424,12396,16367,48766,24096,1570,7098,0.0004436946268562725,0.0014971595087943834,0.4107,0.0,0.0,0.0,0.4107
T157,1568976,877530,12488,14373,45711,24775,1717,7384,0.0006035010366538896,0.0020943382407757134,0.2056,0.0,0.0,0.0,0.2056
T158,3877875,873742,12495,13886,44944,24884,1524,7011,0.00010379894478062271,0.0014077233604530396,0.2216,0.0,0.0,0.0,0.2216
T159,1657337,908878,12666,14115,45184,25423,1478,7215,0.0002250966926373781,0.0014352190160575114,0.2539,0.0,0.0,0.0,0.2539
T160,2394556,879789,12408,14007,46731,25660,1360,7047,8.950492369658935e-05,0.0009114500206382172,0.5138,0.0,0.0,0.0,0.5138
T161,1446473,878720,12532,14126,47897,25216,1483,7798,0.00034926926675345356,0.0014917847873905763,0.6905,0.0,0.0,0.0,0.6905
T162,1589594,902222,12447,14577,45748,25866,1733,7533,0.0005604917619783437,0.002033088970191836,0.5107,0.0,0.0,0.0,0.5107
T163,3983683,1075458,12321,16677,42657,30408,1676,6786,0.00010854971620045835,0.0014031491190013444,0.2533,0.0,0.0,0.0,0.2533
T164,1648782,910827,12394,15170,42805,25897,1632,6958,0.00023927074044726443,0.0014774316557749174,0.4471,0.0,0.0,0.0,0.4471
T165,2481655,816757,12121,13699,43186,24231,1320,6836,8.20864575866409e-05,0.0008936225653047227,0.4643,0.0,0.0,0.0,0.4643
T166,1096134,867062,12409,14954,43994,25057,1333,6655,0.0004428939170204424,0.001777926814134263,0.4678,0.0,0.0,0.0,0.4678
T167,1649620,850778,12402,14070,43215,25490,1453,6648,0.00036650068202515637,0.0016764624607501816,0.3916,0.0,0.0,0.0,0.3916
T168,4093926,886934,12416,13957,44513,25747,1709,6983,0.0001463528435892711,0.0014115158201430844,0.3757,0.0,0.0,0.0,0.3757
T169,2002425,843851,12067,13883,43946,26706,1377,6972,0.00019464483028984496,0.0014664963031897965,0.2754,0.0,0.0,0.0,0.2754
T170,1582092,828826,12055,13787,43894,24560,1313,6845,0.0003834435342116423,0.002752441186809859,0.1873,0.0,0.0,0.0,0.1873
T171,2906185,862329,12414,13993,46079,26190,1422,7367,8.89649131556019e-05,0.0009443271998974878,0.2496,0.0,0.0,0.0,0.2496
T172,1320084,849041,12379,14130,45094,24765,1785,6886,0.0005244530899036409,0.0015953097262731834,0.3623,0.0,0.0,0.0,0.3623
T173,711923,872604,12308,13768,44726,24661,1654,6894,0.0009399655059493289,0.0023074697184931867,0.292,0.0,0.0,0.0,0.292
T174,3903947,877544,12332,13855,47832,24885,1524,7283,0.00010774564269159204,0.0013590780593609791,0.5684,0.0,0.0,0.0,0.5684
T175,1767164,831914,12166,14013,47131,23974,1310,7345,0.00017435225318537817,0.001282577343426154,0.7953,0.0,0.0,0.0,0.7953
T176,2865002,811391,12356,14061,46634,24584,1312,6971,8.482939309213215e-05,0.0009492505123925613,0.5876,0.0,0.0,0.0,0.5876
T177,1307712,860815,12240,13776,45325,24410,1706,6996,0.0005479656116670245,0.0015821581566337881,0.342,0.0,0.0,0.0,0.342
T178,897661,885965,12343,13951,45314,24719,1361,7307,0.0005341410499422432,0.0017764204037180897,0.3734,0.0,0.0,0.0,0.3734
T179,4320736,859484,12268,13794,44011,23383,1560,6860,0.00011027512616633566,0.0015250318268017328,0.3323,0.0,0.0,0.0,0.3323
T180,1768110,890408,12257,13813,45206,24970,1279,6813,0.00017531918636212474,0.0013187950131678748,0.4191,0.0,0.0,0.0,0.4191
T181,3004300,895754,13002,14669,49307,29565,1356,7576,8.201132325514163e-05,0.0009568345481679151,0.4858,0.0,0.0,0.0,0.4858
T182,1475761,869609,12895,14636,46076,29029,1678,7160,0.00045318139024237876,0.0015058466397969168,0.4177,0.0,0.0,0.0,0.4177
T183,970804,854106,12615,14392,44833,31132,1354,7420,0.0005204513348607737,0.0016880539126865363,0.2332,0.0,0.0,0.0,0.2332
T184,2922895,803241,12871,14396,47023,30776,1564,8166,0.0003958722807502631,0.0039226607321875585,0.4098,0.0,0.0,0.0,0.4098
T185,3427923,732947,12661,14202,46375,27334,1352,7529,7.322095469558975e-05,0.0009177258607728115,0.2729,0.0,0.0,0.0,0.2729
T186,3334355,736401,12787,14440,47555,27673,1355,7266,7.628478239168654e-05,0.0009991497487661224,0.2216,0.0,0.0,0.0,0.2216
T187,1494887,738795,12238,13983,44519,25838,1617,6980,0.00048084993822993053,0.0016166574478143217,0.3221,0.0,0.0,0.0,0.3221
T188,1056703,775172,12564,14120,45631,26429,1507,7375,0.0004598168909675761,0.001587184849661728,0.6595,0.0,0.0,0.0,0.6595
T189,1652892,763535,12659,14448,45511,26677,1533,7445,0.0003124495056536669,0.0018438233503465839,0.6905,0.0,0.0,0.0,0.6905
T190,4467143,766511,12486,14061,44262,27473,1353,7212,7.684046912423211e-05,0.0012726777740696693,0.2213,0.0,0.0,0.0,0.2213
T191,4102485,809989,12534,14167,47308,29192,1301,8548,7.025065623323138e-05,0.0010337341735966645,0.2617,0.0,0.0,0.0,0.2617
T192,1563296,720879,12398,14046,46273,25493,1623,7618,0.0004362460631891692,0.0015406791110533352,0.2924,0.0,0.0,0.0,0.2924
T193,1187411,743060,12329,13877,43908,28800,1550,7653,0.0003895303339970506,0.0015635972625508022,0.3343,0.0,0.0,0.0,0.3343
T194,1334137,739800,12402,14084,44710,27002,1554,7078,0.0004994086590925649,0.0024175938792344977,0.2974,0.0,0.0,0.0,0.2974
T195,1725939,734478,12289,13935,45219,25762,1430,7264,0.00017993060661886787,0.0011784782331269376,0.3217,0.0,0.0,0.0,0.3217
T196,5470001,741288,12203,14345,45208,26367,1326,6828,4.6901434759214426e-05,0.001127558397275578,0.4813,0.0,0.0,0.0,0.4813
T197,1447642,724330,12556,14559,42918,27195,1658,6791,0.0004453780942020999,0.0015339290948433012,0.4539,0.0,0.0,0.0,0.4539
