timestamp_id,total_bytes,total_packets,n_ips_org,n_ips_dst,flows_TCP,flows_UDP,flows_ICMP,flows_RST,media_duration_flow,media_bytes/flow,porcent_blacklist,porcent_spam,porcent_sshscan,porcent_udpscan,porcent_malware_total
T41,1710648,1455440,13681,18669,70567,27883,1838,9178,0.00028659266058690577,0.0014074242148955003,0.0,0.0,0.0,0.0,0.0
T42,2782401,1430118,13508,18491,70304,26979,1768,9313,0.00020284734621468098,0.0015139957868707543,0.0,0.0,0.0,0.0,0.0
T43,1588250,1407216,13585,18519,66707,28764,1721,8747,0.000278162646989565,0.0014073934955847267,0.008,0.0,0.0,0.0,0.008
T44,4345736,1454146,13506,18373,67466,28930,1641,8568,9.539223495692264e-05,0.0011197264223338074,0.0,0.0,0.0,0.0,0.0
T45,2490336,1439886,13366,18399,66994,28862,1829,8880,0.00026565835560809776,0.0012368640939801198,0.0,0.0,0.0,0.0,0.0
T46,1620301,1452716,13469,18561,66441,27821,1669,8663,0.0003117100708468672,0.0013824963640124894,0.0,0.0,0.0,0.0,0.0
T47,2912458,1430430,13547,18538,64574,29206,1588,8683,0.00017483930786270328,0.0014657985449538526,0.005,0.0,0.0,0.0,0.005
T48,1713187,1413165,13166,17979,63991,27162,1677,8326,0.00022325800034894705,0.0013257711388700397,0.0051,0.0,0.0,0.0,0.0051
T49,4143236,1431651,13467,18415,65634,27868,1815,8677,9.051813492779755e-05,0.0010921919266552275,0.0,0.0,0.0,0.0,0.0
T50,2338061,1427570,13557,18875,65786,27656,1981,8062,0.00027875459610357425,0.0013168397676937402,0.005,0.0,0.0,0.0,0.005
T51,1221357,1408954,13412,18602,67230,26632,1780,8185,0.00043440261196454736,0.0015280918811465443,0.0,0.0,0.0,0.0,0.0
T52,2385241,1406208,13441,18390,65975,26527,1704,8175,0.00020868164186505953,0.0014675561298546208,0.0,0.0,0.0,0.0,0.0
T53,2116955,1335219,13444,18613,65722,25383,1641,8628,0.00020764783073448867,0.0014059171130342508,0.0084,0.0,0.0,0.0,0.0084
T54,3952542,1447543,13308,18551,68883,26668,1998,8470,0.00012110725228564086,0.0011194489467016263,0.005,0.0,0.0,0.0,0.005
T55,2469221,1331546,13514,18673,67011,26249,1702,8688,0.00017381012424457802,0.0011906280044045976,0.009,0.0,0.0,0.0,0.009
T56,1494023,1427503,13720,18757,68493,26646,1788,8513,0.0003225393141637172,0.0013964127294348021,0.0,0.0,0.0,0.0,0.0
T57,1876607,1322344,13326,18224,64430,25832,1675,8567,0.00023935334620811576,0.0014242896133108804,0.003,0.0,0.0,0.0,0.003
T58,2282011,1386026,13398,18466,65798,26658,1717,8336,0.00021854774014221188,0.0015563010991475614,0.0058,0.0,0.0,0.0,0.0058
T59,3839355,1407344,13291,18432,65376,27648,1773,8412,0.0001049223832345998,0.0011281383555152,0.0,0.0,0.0,0.0,0.0
T60,2371067,1222298,13672,18527,63220,26891,1949,8582,0.00021085898730989822,0.0011937746342513438,0.0,0.0,0.0,0.0,0.0
T61,1419882,880421,13900,16400,55576,29725,1729,8840,0.0003666254946024434,0.001522614728109657,0.0036,0.0,0.0,0.0,0.0036
T62,1936612,1018479,13975,19184,52705,32651,1865,8108,0.00028862584758986226,0.0014898292408939554,0.0,0.0,0.0,0.0,0.0
T63,2285162,812692,13838,16050,50233,27984,1752,8113,0.00021875912015669255,0.0014344747592932106,0.001,0.0,0.0,0.0,0.001
T64,4271253,914404,13935,16294,51892,30979,1925,8092,0.00011263473826185319,0.0011021444039805914,0.0,0.0,0.0,0.0,0.0
T65,2564657,984520,14306,16542,55766,30027,1787,8795,0.0001818743520106516,0.0012567173149370184,0.0041,0.0,0.0,0.0,0.0041
T66,1592665,1249375,13862,16116,70292,28864,1917,8276,0.0002898551731032778,0.0014660216860383332,0.0,0.0,0.0,0.0,0.0
T67,2194272,928191,13653,15337,55443,28142,1630,8325,0.0002212379022901685,0.0014050477741292728,0.0043,0.0,0.0,0.0,0.0043
T68,2303223,818353,13623,15526,53382,26771,1464,8233,0.0002013418565057724,0.0014392734487205974,0.0,0.0,0.0,0.0,0.0
T69,2104831,821195,13171,14996,52655,25420,1512,8315,0.00024457000287699465,0.0017034531167364384,0.0,0.0,0.0,0.0,0.0
T70,3449729,872218,13808,16020,54185,27262,1856,8564,0.0001400913597562472,0.0010204068832045104,0.0174,0.0,0.0,0.0,0.0174
T71,1579892,869609,13478,15621,53963,26954,1599,8821,0.0002541420726348108,0.0011870572158930292,0.0,0.0,0.0,0.0,0.0
T72,1402700,854907,13462,15324,54340,25875,1633,8801,0.0003310429178561997,0.0014830442813561406,0.0,0.0,0.0,0.0,0.0
T73,2326216,920800,13691,15542,55644,28187,1663,9190,0.00022718656497197108,0.001503258002061565,0.0,0.0,0.0,0.0,0.0
T74,2249127,871768,13500,15439,51560,28034,1488,8337,0.00018216493185081397,0.0016026376561005277,0.0,0.0,0.0,0.0,0.0
T75,3644673,857772,13725,15874,53051,28803,1920,8552,0.00013216466450918551,0.0010095088497043998,0.0084,0.0,0.0,0.0,0.0084
T76,2077207,922082,13826,15854,54480,29569,1615,8228,0.0002182387665908772,0.0012355538606870797,0.0156,0.0,0.0,0.0,0.0156
T77,1676608,881010,13772,15912,51698,28876,1706,8547,0.0002773100186548918,0.0014055530190583588,0.0,0.0,0.0,0.0,0.0
T78,2301466,855953,13448,15633,51174,26259,1672,8240,0.00021635348911244458,0.0014645058580259774,0.0,0.0,0.0,0.0,0.0
T79,2140733,865327,13495,18496,51598,34155,1593,7917,0.00018471331043139923,0.0014667365348786168,0.0,0.0,0.0,0.0,0.0
T80,3518181,836284,13575,15743,51034,27946,1899,7996,0.00013034513774636233,0.0010041112641876438,0.0048,0.0,0.0,0.0,0.0048
T81,2388476,813691,13666,15736,54134,26941,1639,8045,0.000182914027186229,0.0012532856977766885,0.0,0.0,0.0,0.0,0.0
T82,1535955,847598,13642,15788,54826,27315,1775,8904,0.0003547279071258875,0.0015071324779216285,0.0,0.0,0.0,0.0,0.0
T83,1611357,821679,13333,15637,52664,26991,1585,8483,0.0003370567555438158,0.0016438901834628667,0.0,0.0,0.0,0.0,0.0
T84,2223351,827707,13328,15703,51404,26648,1827,8163,0.0003130199942740947,0.0017151180688336652,0.0,0.0,0.0,0.0,0.0
T85,3644096,835039,13724,15736,53452,27925,1588,8551,8.57238553407764e-05,0.0009801309070473299,0.0182,0.0,0.0,0.0,0.0182
T86,2065690,900963,13496,16251,52780,28679,1688,8118,0.0002067849532861854,0.0011878348424415738,0.0,0.0,0.0,0.0,0.0
T87,1392410,876599,13566,15445,51584,27508,2001,8133,0.0004033197550386141,0.001635165142073234,0.0009,0.0,0.0,0.0,0.0009
T88,1708491,827296,13535,15503,51516,27651,1594,8636,0.0003425228595575378,0.0018028981288968785,0.0,0.0,0.0,0.0,0.0
T89,1017283,985211,13112,18100,53747,31279,1612,8106,0.0004701298374156647,0.0016702708675735622,0.0,0.0,0.0,0.0,0.0
T90,3829683,828421,13498,15868,51444,28346,1928,8538,0.00011922867310250976,0.0010937070345321156,0.0048,0.0,0.0,0.0,0.0048
T91,1865131,850007,13484,15875,53258,27793,1683,8796,0.0002492242152550974,0.0012227736662131176,0.0,0.0,0.0,0.0,0.0
T92,1417056,807309,13423,15439,49905,28095,1605,8028,0.0004218256642532361,0.001821343867275185,0.005,0.0,0.0,0.0,0.005
T93,1822747,823999,13260,15502,50032,27947,1628,8010,0.0002925714599102905,0.001540766493687325,0.0194,0.0,0.0,0.0,0.0194
T94,1178879,837369,13187,15358,49509,28578,1491,8038,0.0003584147524802941,0.0015055331692176313,0.0,0.0,0.0,0.0,0.0
T95,4039614,858615,13321,15773,51137,27867,1762,8031,0.00010821743133097862,0.001070065670578879,0.0,0.0,0.0,0.0,0.0
T96,2313236,885589,13334,15369,51552,28501,1558,8502,0.00018058170644648112,0.0011848324161018828,0.0,0.0,0.0,0.0,0.0
T97,1449761,851964,13532,15512,50156,27495,1566,8074,0.00033826881284599426,0.0015150446956008201,0.0,0.0,0.0,0.0,0.0
T98,1584164,796254,13219,15507,49269,26260,1522,8004,0.0004109036236694349,0.0019021492361362055,0.01,0.0,0.0,0.0,0.01
T99,1026147,816527,12942,15224,48934,26686,1434,8087,0.0004401192478317923,0.0015722981917538836,0.0,0.0,0.0,0.0,0.0
T100,3550060,838813,13334,15590,48593,27103,1766,8377,0.0001253732053465513,0.0010912402385242273,0.0334,0.0,0.0,0.0,0.0334
T101,2354603,888940,13435,15664,53349,29661,1681,8916,0.00017628764118327866,0.0011785954062342918,0.0,0.0,0.0,0.0,0.0
T102,1321040,862656,13229,15376,52468,27940,1601,8963,0.000413630660894692,0.0016636245528321107,0.0,0.0,0.0,0.0,0.0
T103,1763272,847023,13087,15070,51957,27806,1670,8977,0.0003774065565221259,0.0017451400990789753,0.0094,0.0,0.0,0.0,0.0094
T104,1289318,870039,13003,15301,49262,26976,1561,8156,0.00029535332048183946,0.0013430794280230314,0.0,0.0,0.0,0.0,0.0
T105,3781319,1012298,13212,18384,54231,27877,1713,8249,0.00012069089643236832,0.0011128367031980105,0.0,0.0,0.0,0.0,0.0
T106,2393936,839449,12954,15169,49992,27461,1514,7931,0.0001592729801105512,0.001142494067925358,0.0,0.0,0.0,0.0,0.0
T107,1156780,1059811,12856,17994,49163,33166,1596,8221,0.00043950571237003457,0.001583185774916369,0.0,0.0,0.0,0.0,0.0
T108,1509843,816692,13000,15134,46764,27135,1715,7926,0.0004364754449996743,0.0018976537838275166,0.0,0.0,0.0,0.0,0.0
T109,1721560,821974,13073,15249,48355,27856,1450,7843,0.00022260268831058645,0.0012484934929068278,0.0,0.0,0.0,0.0,0.0
T110,3999801,839956,13181,15462,49178,28111,1662,7852,9.698924689177523e-05,0.001111478664825703,0.0095,0.0,0.0,0.0,0.0095
T111,1973315,807901,13102,15348,50382,27150,1776,8030,0.00021738317864485897,0.001199298705430369,0.0059,0.0,0.0,0.0,0.0059
T112,1317203,883309,13293,16415,53462,27010,1747,8269,0.0004347183805638717,0.0015473043287654756,0.0109,0.0,0.0,0.0,0.0109
T113,1821810,881540,13571,15756,52456,27737,2080,8327,0.00033601889877140625,0.001728131797865261,0.0027,0.0,0.0,0.0,0.0027
T114,1397692,826585,13066,15392,53039,28690,1878,8357,0.00036661739178149913,0.0013830225755084135,0.0,0.0,0.0,0.0,0.0
T115,3970796,839828,13341,15489,51719,29097,1541,8676,7.444234853510355e-05,0.0010438439232100024,0.0181,0.0,0.0,0.0,0.0181
T116,2123898,892276,13234,15439,50989,29785,1667,8137,0.00018914138535285595,0.0012882960494419943,0.0045,0.0,0.0,0.0,0.0045
T117,1262449,902046,13307,15431,49457,29461,1719,8289,0.0004154561248546483,0.0014990293443351357,0.0,0.0,0.0,0.0,0.0
T118,1571792,875733,13040,15222,48927,28316,1698,8328,0.0004412740970752122,0.0019725974696927486,0.0,0.0,0.0,0.0,0.0
T119,1047665,881249,13024,15282,48611,29399,1624,7853,0.00048121859269029707,0.0016857961766905748,0.0,0.0,0.0,0.0,0.0
T120,2285613,1047277,13546,18788,54623,36666,2014,8306,0.00032431862295783927,0.00168837050693551,0.0069,0.0,0.0,0.0,0.0069
T121,3864580,889684,13492,15726,54027,31023,1645,8854,7.485197046015851e-05,0.0009283786748055692,0.0,0.0,0.0,0.0,0.0
T122,1522827,879367,13466,15721,50385,29257,1751,8089,0.0003708160745917251,0.0016457460599997315,0.0,0.0,0.0,0.0,0.0
T123,2777556,869025,13003,15244,51269,28045,1515,7860,0.00015101301269623555,0.0013225455358698572,0.0,0.0,0.0,0.0,0.0
T124,1258298,936197,13315,15537,49262,30944,1704,7993,0.000398066795501787,0.0015195033302197011,0.0,0.0,0.0,0.0,0.0
T125,2019583,910403,13350,15627,50775,31625,1855,8103,0.000428088175281329,0.0020365605117707076,0.0079,0.0,0.0,0.0,0.0079
T126,3431054,926302,13368,15588,50802,31769,1653,8158,8.383455647796233e-05,0.0009244987038028903,0.0,0.0,0.0,0.0,0.0
T127,1844540,946263,13510,15723,51431,31420,1765,8120,0.00027649211052379333,0.00154555804231434,0.0,0.0,0.0,0.0,0.0
T128,2045888,957537,13481,15676,49898,31872,1739,8029,0.0002177180727286961,0.0014062896438496526,0.0,0.0,0.0,0.0,0.0
T129,1886854,962446,13467,15867,49411,30250,2034,8185,0.0002586722176497407,0.001468317804987531,0.0,0.0,0.0,0.0,0.0
T130,1640973,933287,13335,16032,50504,30534,1876,8657,0.00039353237894584984,0.001520309281466887,0.0,0.0,0.0,0.0,0.0
T131,3819404,928339,13227,15680,49257,30195,1584,8750,8.481317698791682e-05,0.0010526312166046989,0.0086,0.0,0.0,0.0,0.0086
T132,1524521,951057,13484,17195,53827,31507,1754,8871,0.0003547011620851857,0.0015372358450739738,0.0,0.0,0.0,0.0,0.0
T133,1815079,900776,13331,15563,50636,28807,1716,9138,0.00023567739027680954,0.001407352898799227,0.0,0.0,0.0,0.0,0.0
T134,2428952,895351,13422,15840,49376,29590,1933,8456,0.0002517728084108198,0.0014232186587735396,0.0,0.0,0.0,0.0,0.0
T135,1615035,878195,13380,15887,48101,29205,1766,8550,0.00028537681199374584,0.0014435330066313236,0.0,0.0,0.0,0.0,0.0
T136,3417626,905157,13571,15884,48347,31324,1737,8462,0.00010751557213081782,0.001138027675790717,0.0,0.0,0.0,0.0,0.0
T137,1631025,903229,13692,16239,49195,31792,1857,8054,0.00022341432731821616,0.0012082845343754822,0.0,0.0,0.0,0.0,0.0
T138,1223497,840930,13485,16111,48497,28459,1928,8381,0.0004692622431107439,0.0016734226810839162,0.0,0.0,0.0,0.0,0.0
T139,2443478,846238,13316,17919,47237,30691,1947,8210,0.0001782237604685425,0.0011870527119848151,0.0047,0.0,0.0,0.0,0.0047
T140,1729640,831779,13417,15944,48765,27884,1905,8102,0.00046535846906049484,0.0018961626871890865,0.0,0.0,0.0,0.0,0.0
T141,3399738,817270,13534,15751,50627,27359,1754,8482,9.201535543261534e-05,0.0010966438115300838,0.0088,0.0,0.0,0.0,0.0088
T142,1843930,884340,13460,15773,52074,26175,2033,8286,0.00022250293520616448,0.0012600404400867865,0.0,0.0,0.0,0.0,0.0
T143,1392333,870941,13988,16310,50420,27917,2055,8596,0.0003595268124416046,0.001504545948671378,0.0,0.0,0.0,0.0,0.0
T144,2382273,876559,13669,15784,50623,29030,2036,8428,0.00018762133709450873,0.0012870715228451356,0.0,0.0,0.0,0.0,0.0
T145,1735862,881958,13593,16010,52158,28039,2048,8764,0.00036146132084909365,0.0015376323829127498,0.0,0.0,0.0,0.0,0.0
T146,3327910,907359,13780,16073,50585,28799,1861,8526,0.00011202877200250829,0.0011563324385930902,0.0088,0.0,0.0,0.0,0.0088
T147,1791830,880275,13690,15902,47990,27981,1823,8631,0.0002169669257020457,0.0012480858740253544,0.0009,0.0,0.0,0.0,0.0009
T148,1150585,877533,13441,15008,46781,27777,1936,8395,0.0005016188883700969,0.001704632222003528,0.0082,0.0,0.0,0.0,0.0082
T149,1683643,899659,13399,15053,48179,28630,1945,8186,0.0003021895210205886,0.0016693760299979648,0.0,0.0,0.0,0.0,0.0
T150,1862327,901328,13633,15662,48563,30551,2119,8307,0.00032770369339362625,0.001389239959955707,0.0,0.0,0.0,0.0,0.0
T151,3291003,905673,13669,15954,53389,29582,1803,9075,0.00010479800816519192,0.0011450715530466372,0.0044,0.0,0.0,0.0,0.0044
T152,1778587,833300,13476,15520,48834,27876,1800,8419,0.0001988961163077837,0.001184080465162933,0.0,0.0,0.0,0.0,0.0
T153,1421736,850273,13233,15507,48491,29363,1799,8217,0.00036350910746564975,0.0015277000119983254,0.0169,0.0,0.0,0.0,0.0169
T154,1347362,830389,13151,15248,48156,27938,1691,8334,0.0004032837311906424,0.0016846153213017924,0.0,0.0,0.0,0.0,0.0
T155,1625434,1018333,13145,18245,52657,28543,1977,8489,0.00043620140031877194,0.001797125916221916,0.0,0.0,0.0,0.0,0.0
T156,3422012,832015,13148,15292,47298,26886,1665,8083,9.224601414614598e-05,0.0010991821930714217,0.0,0.0,0.0,0.0,0.0
T157,1586883,1032051,13646,19010,52509,28316,1889,8570,0.00023520119301910367,0.0012707937303149688,0.0,0.0,0.0,0.0,0.0
T158,945485,902761,13546,15719,48170,30742,1962,8069,0.0006483924462833448,0.0017551646641696054,0.0,0.0,0.0,0.0,0.0
T159,1421338,1201187,13358,18327,54790,37321,1934,8409,0.000329721240690911,0.001503401107349438,0.0,0.0,0.0,0.0,0.0
T160,1440344,1075895,13303,15589,48477,39412,2219,8583,0.0006096819227181189,0.0019187176938633822,0.0,0.0,0.0,0.0,0.0
T161,3695230,1064070,13231,15407,49599,38274,1847,9076,9.662072153640612e-05,0.0011677419811182363,0.0075,0.0,0.0,0.0,0.0075
T162,2168016,1073761,13214,15205,48753,37017,1887,8588,0.00016400728521127477,0.0011209563697529197,0.0,0.0,0.0,0.0,0.0
T163,1153479,1042574,13235,15176,48589,37956,1803,8838,0.00043657791204560327,0.0015507430305065815,0.0038,0.0,0.0,0.0,0.0038
T164,1106935,984422,12984,14953,46030,37905,1814,8553,0.00047714157929321875,0.001732747801539881,0.0,0.0,0.0,0.0,0.0
T165,4589197,1015775,13238,15288,48444,38092,2057,8355,0.00014819826368807148,0.0014667416306407633,0.0,0.0,0.0,0.0,0.0
T166,1677216,1042848,12962,15021,47505,38782,1672,8430,0.0002963535505247503,0.0019815143487502255,0.0,0.0,0.0,0.0,0.0
T167,3312482,1060698,12992,15015,48190,39248,1697,8255,7.939282022467216e-05,0.000905389208396623,0.0,0.0,0.0,0.0,0.0
T168,1660333,1025762,12958,14828,46220,38735,1654,8139,0.00022164131496074164,0.00125262241528307,0.0,0.0,0.0,0.0,0.0
T169,1185276,1052234,13106,15064,47768,38790,1869,8112,0.0005020624326587958,0.001753464305680632,0.0,0.0,0.0,0.0,0.0
T170,4565513,1073365,13269,15377,47815,40956,1794,8132,0.0001357360655407412,0.0014379840113074513,0.0,0.0,0.0,0.0,0.0
T171,1422579,1039904,13041,14995,47361,39539,1689,8014,0.00026299966819367745,0.0014332626963643336,0.0,0.0,0.0,0.0,0.0
T172,3977338,1082828,13168,15318,48669,39393,1669,8353,7.333245377636594e-05,0.000998767210656526,0.0037,0.0,0.0,0.0,0.0037
T173,1006736,1062898,13189,15200,50240,39385,1837,8454,0.0005012101975835467,0.0017378006930260839,0.0,0.0,0.0,0.0,0.0
T174,1327539,1037185,13066,14991,48025,38065,1792,8470,0.00040979619197599557,0.0016568314880221553,0.0,0.0,0.0,0.0,0.0
T175,4747646,1067489,13178,15289,51694,38593,1932,9628,0.00013025174298764708,0.0014296643860199347,0.0,0.0,0.0,0.0,0.0
T176,1065063,1033580,13046,15238,50024,37806,1743,9066,0.0003960829236694617,0.0015531460974851934,0.0147,0.0,0.0,0.0,0.0147
T177,3709063,1092068,13286,15243,49070,40312,1624,9054,7.368472871574701e-05,0.0010007878427486813,0.0,0.0,0.0,0.0,0.0
T178,1136114,1027388,13071,15217,47728,38294,1502,8901,0.0003920039711940084,0.001561143300262054,0.0039,0.0,0.0,0.0,0.0039
T179,1099925,1089455,12798,15742,48857,38098,1646,8733,0.0005193756427460412,0.0017719856531226098,0.0037,0.0,0.0,0.0,0.0037
T180,2713685,976558,12752,14877,47466,37610,1626,8737,0.00014928974829277915,0.0010459302691482567,0.0,0.0,0.0,0.0,0.0
T181,2805656,1011437,13126,15318,51653,41303,1872,9238,0.000338144968222404,0.0027666908583261537,0.0032,0.0,0.0,0.0,0.0032
T182,3181020,1013887,12967,15002,49944,40718,1641,8844,9.078954298650456e-05,0.0010693424702462346,0.0,0.0,0.0,0.0,0.0
T183,1641970,993961,12934,14848,47894,38497,1610,8760,0.00023326514826263673,0.0011970767554334279,0.0,0.0,0.0,0.0,0.0
T184,1232219,951285,12957,15086,46962,38337,1535,8466,0.000365624863244656,0.0014422426814882357,0.0,0.0,0.0,0.0,0.0
T185,1330620,1018749,12698,15529,50763,37525,1509,8508,0.00039766817136167534,0.001623886002846244,0.0,0.0,0.0,0.0,0.0
T186,3841241,1005200,12903,15019,49725,37272,1770,8428,0.0001573689366425985,0.0015280584757661805,0.0,0.0,0.0,0.0,0.0
T187,4102433,1029793,12838,14710,49662,38500,1434,8560,7.550122968968568e-05,0.001111374520129056,0.0,0.0,0.0,0.0,0.0
T188,1701162,972484,12895,14882,47982,37901,1450,8524,0.000224702154542878,0.001226418367564917,0.0,0.0,0.0,0.0,0.0
T189,1214172,988344,12814,14823,47069,37919,1448,8227,0.000374336843389401,0.001526671468160416,0.0,0.0,0.0,0.0,0.0
T190,2116846,967332,13112,15089,48073,37974,1392,8546,0.00029918264232726337,0.002019187682822929,0.0074,0.0,0.0,0.0,0.0074
T191,1407279,1001536,12869,15079,48178,38325,1615,9140,0.0006506141453014016,0.0021071198959289736,0.008,0.0,0.0,0.0,0.008
T192,3164667,1037117,12855,14917,49132,37725,1433,8994,9.202489895849166e-05,0.0010887032262031136,0.0,0.0,0.0,0.0,0.0
T193,2544987,1035116,12637,14565,47625,37788,1469,8689,0.00011494958665767543,0.0009490344160172882,0.0,0.0,0.0,0.0,0.0
T194,984096,1015464,12732,15164,48204,38702,1388,8712,0.0004965906928452455,0.0017022043028191178,0.0,0.0,0.0,0.0,0.0
T195,3051711,767647,12747,14769,47375,28294,1724,8169,0.00019818444341151547,0.0015695208709786681,0.0,0.0,0.0,0.0,0.0
T196,1320955,782928,12710,14894,46267,27079,1477,7960,0.00038406067272847257,0.0017510871937533481,0.0,0.0,0.0,0.0,0.0
T197,3229038,807352,12765,14753,46485,27863,1430,7857,8.350454743628492e-05,0.0010591778285904316,0.0,0.0,0.0,0.0,0.0
T198,1450481,802460,12661,14558,45967,27386,1488,7949,0.00022822203227547722,0.0012124356285733095,0.0,0.0,0.0,0.0,0.0
T199,1067054,791858,12509,14522,45087,27381,1360,7644,0.0003928554809155017,0.001712053279533704,0.0,0.0,0.0,0.0,0.0
T200,3967800,805795,12796,14840,45548,28063,1849,7559,0.00016117339101436544,0.0014272546273146804,0.0,0.0,0.0,0.0,0.0
